chi_square_percent_point_function, scale_feature_coefficient, min_accuracy_coefficient, min_number_class_per_node, sorting_method, dataset_test_size, dataset_test_categorizable, number_of_rules, cobertura, ensemble_accuracy, ensemble_f1_score, ensemble_precision_score, ensemble_recall, ensemble_roc_auc_score, tree_accuracy, tree_f1_score, tree_precision_score, tree_recall_score, tree_roc_auc_score, RuleFit_accuracy, RuleFit_f1_score, RuleFit_precision_score, RuleFit_recall_score, RuleFit_roc_auc_score, rules_accuracy, rules_f1_score, rules_precision_score, rules_recall_score, rules_roc_auc_score
0.97, 0.01, 0.85, 7, target_accuracy, 349, 279, 17, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.97, 0.01, 0.85, 7, complexity, 349, 279, 17, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.97, 0.01, 0.85, 7, chi2_statistic, 349, 279, 17, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 7, target_accuracy, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 7, complexity, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 7, chi2_statistic, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 7, target_accuracy, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 7, complexity, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 7, chi2_statistic, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.85, 9, target_accuracy, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.85, 9, complexity, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.85, 9, chi2_statistic, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.97, 0.01, 0.85, 9, target_accuracy, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.97, 0.01, 0.85, 9, complexity, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.97, 0.01, 0.85, 9, chi2_statistic, 349, 279, 15, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 9, target_accuracy, 349, 279, 11, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 9, complexity, 349, 279, 11, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.99, 0.01, 0.85, 9, chi2_statistic, 349, 279, 11, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 9, target_accuracy, 349, 279, 10, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 9, complexity, 349, 279, 10, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.85, 9, chi2_statistic, 349, 279, 10, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 2, target_accuracy, 349, 287, 24, 0.8223495702005731, 0.8745644599303136, 0.43749999999999994, 0.6363636363636364, 0.3333333333333333, 0.6503401360544218, 0.8571428571428571, 0.49382716049382713, 0.5128205128205128, 0.47619047619047616, 0.6993197278911564, 0.8885017421602788, 0.42857142857142855, 0.8571428571428571, 0.2857142857142857, 0.6387755102040815, 0.11846689895470383, 0.1916932907348243, 0.11070110701107011, 0.7142857142857143, 0.3653061224489796
0.95, 0.01, 0.9, 2, complexity, 349, 287, 24, 0.8223495702005731, 0.8745644599303136, 0.43749999999999994, 0.6363636363636364, 0.3333333333333333, 0.6503401360544218, 0.8571428571428571, 0.49382716049382713, 0.5128205128205128, 0.47619047619047616, 0.6993197278911564, 0.8885017421602788, 0.42857142857142855, 0.8571428571428571, 0.2857142857142857, 0.6387755102040815, 0.11846689895470383, 0.1916932907348243, 0.11070110701107011, 0.7142857142857143, 0.3653061224489796
0.95, 0.01, 0.9, 2, chi2_statistic, 349, 287, 24, 0.8223495702005731, 0.8745644599303136, 0.43749999999999994, 0.6363636363636364, 0.3333333333333333, 0.6503401360544218, 0.8571428571428571, 0.49382716049382713, 0.5128205128205128, 0.47619047619047616, 0.6993197278911564, 0.8885017421602788, 0.42857142857142855, 0.8571428571428571, 0.2857142857142857, 0.6387755102040815, 0.11846689895470383, 0.19682539682539682, 0.11355311355311355, 0.7380952380952381, 0.3751700680272109
0.97, 0.01, 0.9, 2, target_accuracy, 349, 285, 21, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.1923076923076923, 0.11070110701107011, 0.7317073170731707, 0.3720011995201919
0.97, 0.01, 0.9, 2, complexity, 349, 285, 21, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.1923076923076923, 0.11070110701107011, 0.7317073170731707, 0.3720011995201919
0.97, 0.01, 0.9, 2, chi2_statistic, 349, 285, 21, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.99, 0.01, 0.9, 2, target_accuracy, 349, 281, 16, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19417475728155337, 0.11152416356877323, 0.75, 0.379149377593361
0.99, 0.01, 0.9, 2, complexity, 349, 281, 16, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19417475728155337, 0.11152416356877323, 0.75, 0.379149377593361
0.99, 0.01, 0.9, 2, chi2_statistic, 349, 281, 16, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.995, 0.01, 0.9, 2, target_accuracy, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.19543973941368076, 0.11235955056179775, 0.75, 0.37918410041841005
0.995, 0.01, 0.9, 2, complexity, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.19543973941368076, 0.11235955056179775, 0.75, 0.37918410041841005
0.995, 0.01, 0.9, 2, chi2_statistic, 349, 279, 13, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 3, target_accuracy, 349, 285, 19, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.95, 0.01, 0.9, 3, complexity, 349, 285, 19, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.95, 0.01, 0.9, 3, chi2_statistic, 349, 285, 19, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.97, 0.01, 0.9, 3, target_accuracy, 349, 285, 17, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.97, 0.01, 0.9, 3, complexity, 349, 285, 17, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.97, 0.01, 0.9, 3, chi2_statistic, 349, 285, 17, 0.8166189111747851, 0.8771929824561403, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6441923230707717, 0.8596491228070176, 0.48717948717948717, 0.5135135135135135, 0.4634146341463415, 0.6948220711715314, 0.8912280701754386, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320971611355458, 0.11578947368421053, 0.19745222929936304, 0.11355311355311355, 0.7560975609756098, 0.3821471411435426
0.99, 0.01, 0.9, 3, target_accuracy, 349, 281, 12, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.99, 0.01, 0.9, 3, complexity, 349, 281, 12, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.99, 0.01, 0.9, 3, chi2_statistic, 349, 281, 12, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.995, 0.01, 0.9, 3, target_accuracy, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.9, 3, complexity, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.9, 3, chi2_statistic, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 5, target_accuracy, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.95, 0.01, 0.9, 5, complexity, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.95, 0.01, 0.9, 5, chi2_statistic, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.97, 0.01, 0.9, 5, target_accuracy, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.97, 0.01, 0.9, 5, complexity, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.97, 0.01, 0.9, 5, chi2_statistic, 349, 283, 14, 0.8108882521489972, 0.8763250883392226, 0.42622950819672134, 0.65, 0.3170731707317073, 0.6440737754484983, 0.8621908127208481, 0.4935064935064935, 0.5277777777777778, 0.4634146341463415, 0.6965833501310219, 0.8904593639575972, 0.4150943396226415, 0.9166666666666666, 0.2682926829268293, 0.6320802257609354, 0.1166077738515901, 0.1987179487179487, 0.11439114391143912, 0.7560975609756098, 0.38218101189276354
0.99, 0.01, 0.9, 5, target_accuracy, 349, 281, 11, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.99, 0.01, 0.9, 5, complexity, 349, 281, 11, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.99, 0.01, 0.9, 5, chi2_statistic, 349, 281, 11, 0.8051575931232091, 0.8825622775800712, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6500518672199169, 0.8683274021352313, 0.5066666666666667, 0.5428571428571428, 0.475, 0.704304979253112, 0.8932384341637011, 0.4230769230769231, 0.9166666666666666, 0.275, 0.6354253112033195, 0.11387900355871886, 0.19935691318327975, 0.11439114391143912, 0.775, 0.3895746887966805
0.995, 0.01, 0.9, 5, target_accuracy, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.9, 5, complexity, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.995, 0.01, 0.9, 5, chi2_statistic, 349, 279, 9, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 7, target_accuracy, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 7, complexity, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
0.95, 0.01, 0.9, 7, chi2_statistic, 349, 279, 12, 0.7994269340974212, 0.8817204301075269, 0.4406779661016949, 0.6842105263157895, 0.325, 0.6499476987447699, 0.8673835125448028, 0.5066666666666667, 0.5428571428571428, 0.475, 0.7040271966527197, 0.8924731182795699, 0.4230769230769231, 0.9166666666666666, 0.275, 0.635407949790795, 0.11469534050179211, 0.2006472491909385, 0.11524163568773234, 0.775, 0.389592050209205
